Country Name,"Time","Agricultural irrigated land (% of total agricultural land)","Annual freshwater withdrawals, total (% of internal resources)","Arable land (% of land area)","ARI treatment (% of children under 5 taken to a health provider)","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","Diarrhea treatment (% of children under 5 who received ORS packet)","Disaster risk reduction progress score (1-5 scale; 5=best)","Improved sanitation facilities (% of population with access)","Improved water source (% of population with access)","Life expectancy at birth, total (years)","Plant species (higher), threatened","Mammal species, threatened","Fish species, threatened","Bird species, threatened","Mortality rate, neonatal (per 1,000 live births)","Risk of catastrophic expenditure for surgical care (% of people at risk)"
Belize,"2006","NA","NA","3.06882946076282","71","NA","27","NA","86.6","92.3","69.279487804878","NA","NA","NA","NA","10.7","NA"
Belize,"2007","NA","NA","3.06882946076282","NA","NA","NA","NA","87.3","93.5","69.452","NA","NA","NA","NA","10.4","NA"
Belize,"2008","NA","NA","3.06882946076282","NA","NA","NA","NA","87.9","94.7","69.5942195121951","NA","NA","NA","NA","10.1","NA"
Belize,"2009","NA","NA","3.20035072336694","NA","NA","NA","NA","88.6","96","69.7030731707317","NA","NA","NA","NA","9.9","NA"
Belize,"2010","NA","NA","3.28803156510303","NA","NA","NA","NA","89.2","97.2","69.7820487804878","NA","NA","NA","NA","9.6","NA"
Belize,"2011","NA","NA","3.28803156510303","82.2","NA","22.8","NA","89.9","98.5","69.8436829268293","NA","NA","NA","NA","9.4","NA"
Belize,"2012","NA","NA","3.41955282770715","NA","NA","NA","NA","90.2","99.3","69.9051463414634","NA","NA","NA","NA","9.1","NA"
Belize,"2013","NA","NA","3.41955282770715","NA","NA","NA","NA","90.6","99.5","69.9820487804878","NA","NA","NA","NA","8.9","NA"
Belize,"2014","NA","0.661861074705111","NA","NA","NA","NA","NA","90.5","99.5","70.0774390243902","NA","NA","NA","NA","8.6","36.4"
Benin,"2005","NA","NA","23.9446612273856","NA","3.5","NA","NA","14.5","70.3","57.0659756097561","NA","NA","NA","NA","35.5","NA"
Benin,"2006","NA","NA","22.1709826179496","36","3.5","23.3","NA","15.1","71.1","57.4833902439024","NA","NA","NA","NA","35","NA"
Benin,"2007","NA","NA","22.1709826179496","NA","3.5","NA","NA","15.6","72","57.8673902439024","NA","NA","NA","NA","34.5","NA"
Benin,"2008","0.269956458635704","NA","23.0578219226676","NA","3.5","NA","NA","16.2","72.8","58.204512195122","NA","NA","NA","NA","34.1","NA"
Benin,"2009","NA","NA","21.7275629655906","NA","3.5","NA","NA","16.7","73.7","58.4912682926829","NA","NA","NA","NA","33.8","NA"
Benin,"2010","NA","NA","22.5257183398368","NA","3.5","NA","NA","17.3","74.5","58.7297073170732","NA","NA","NA","NA","33.5","NA"
Benin,"2011","NA","NA","22.880454061724","NA","3.5","NA","NA","17.8","75.3","58.9329024390244","NA","NA","NA","NA","33.3","NA"
Benin,"2012","NA","NA","23.9446612273856","31","3.5","50.1","NA","18.4","76.2","59.1219756097561","NA","NA","NA","NA","32.9","NA"
Benin,"2013","NA","NA","23.9446612273856","NA","3.5","NA","NA","19","77","59.3120243902439","NA","NA","NA","NA","32.6","NA"
Benin,"2014","NA","1.2621359223301","NA","23.3","3.5","NA","NA","19.6","77.8","59.5105853658537","NA","NA","NA","NA","32.2","68.5"
Bermuda,"2005","NA","NA","8","NA","NA","NA","NA","NA","NA","78.6853658536586","NA","NA","NA","NA","NA","NA"
Bermuda,"2006","NA","NA","8","NA","NA","NA","NA","NA","NA","78.8878048780488","NA","NA","NA","NA","NA","NA"
Bermuda,"2007","NA","NA","8","NA","NA","NA","NA","NA","NA","78.9341463414634","NA","NA","NA","NA","NA","NA"
Bermuda,"2008","NA","NA","6","NA","NA","NA","NA","NA","NA","79.2365853658537","NA","NA","NA","NA","NA","NA"
Bermuda,"2009","NA","NA","6","NA","NA","NA","NA","NA","NA","79.3884390243903","NA","NA","NA","NA","NA","NA"
Bermuda,"2010","NA","NA","6","NA","NA","NA","NA","NA","NA","79.2885365853658","NA","NA","NA","NA","NA","NA"
Bermuda,"2011","NA","NA","6","NA","NA","NA","NA","NA","NA","81.1526829268293","NA","NA","NA","NA","NA","NA"
Bermuda,"2012","NA","NA","6","NA","NA","NA","NA","NA","NA","81.6778048780488","NA","NA","NA","NA","NA","NA"
Bermuda,"2013","NA","NA","6","NA","NA","NA","NA","NA","NA","80.5724390243902","NA","NA","NA","NA","NA","NA"
Bermuda,"2014","NA","NA","NA","NA","NA","NA","NA","NA","NA","80.7973170731707","NA","NA","NA","NA","NA","NA"
Bhutan,"2005","6.40809443507589","NA","4.38124721252984","NA","4.5","NA","NA","39","90.4","64.9184390243903","NA","NA","NA","NA","27.7","NA"
Bhutan,"2006","6.58578856152513","NA","3.96935750452554","NA","4.5","NA","NA","40.5","91.5","65.6379024390244","NA","NA","NA","NA","26.6","NA"
Bhutan,"2007","6.74955595026643","NA","3.57583230579531","NA","4.5","NA","NA","42.1","92.7","66.2930975609756","NA","NA","NA","NA","25.5","NA"
Bhutan,"2008","NA","NA","2.62350132486817","NA","4.5","NA","NA","43.6","93.8","66.8850243902439","NA","NA","NA","NA","24.4","NA"
Bhutan,"2009","NA","NA","2.62350132486817","NA","4.5","NA","NA","45.2","94.9","67.4166585365854","NA","NA","NA","NA","23.3","NA"
Bhutan,"2010","NA","NA","2.63924233281738","74.2","4.5","60.9","NA","46.8","96","67.8924146341463","NA","NA","NA","NA","22.2","NA"
Bhutan,"2011","NA","NA","2.62874832751791","NA","4","NA","NA","48.3","97","68.3231951219512","NA","NA","NA","NA","21.3","NA"
Bhutan,"2012","NA","0.433333333333333","2.62874832751791","NA","4","NA","NA","49.4","98","68.7229024390244","NA","NA","NA","NA","20.4","NA"
Bhutan,"2013","NA","NA","2.62874832751791","NA","4","NA","NA","49.7","99.1","69.1029268292683","NA","NA","NA","NA","19.7","NA"
Bhutan,"2014","NA","0.433333333333333","NA","NA","4","NA","NA","50.1","100","69.471243902439","NA","NA","NA","NA","19.1","37.7"
Bolivia,"2005","NA","NA","3.51333887196529","NA","3.5","NA","NA","42.2","82.9","63.5397804878049","NA","NA","NA","NA","27.1","NA"
Bolivia,"2006","NA","NA","3.56410966491277","NA","3.5","NA","NA","43.1","83.7","64.1149512195122","NA","NA","NA","NA","26.3","NA"
Bolivia,"2007","NA","NA","3.62872703775501","NA","3.5","NA","NA","44","84.6","64.6941219512195","NA","NA","NA","NA","25.3","NA"
Bolivia,"2008","0.735858680769954","NA","3.72011446506046","50.9","3.5","34.9","NA","44.9","85.4","65.2738048780488","NA","NA","NA","NA","24.4","NA"
Bolivia,"2009","NA","NA","3.80504015508169","66.3","3.5","NA","NA","45.8","86.2","65.848","NA","NA","NA","NA","23.4","NA"
Bolivia,"2010","NA","NA","3.66380504015508","NA","3.5","NA","NA","46.7","86.9","66.407756097561","NA","NA","NA","NA","22.6","NA"
Bolivia,"2011","0.797808042549762","NA","3.69980614788147","61.6","3.5","NA","2.25","47.5","87.7","66.9425609756098","NA","NA","NA","NA","21.9","NA"
Bolivia,"2012","NA","0.687973640856672","4.01827748546109","NA","3.5","22.3","NA","48.4","88.5","67.4454634146341","NA","NA","NA","NA","21.2","NA"
Bolivia,"2013","NA","NA","4.0967414381981","NA","3.5","NA","NA","49.3","89.2","67.9134390243903","NA","NA","NA","NA","20.7","NA"
Bolivia,"2014","NA","0.687973640856672","NA","NA","3.5","NA","NA","50.2","90","68.344","NA","NA","NA","NA","20.1","49.6"
Bosnia and Herzegovina,"2005","NA","NA","20.01953125","NA","3","NA","NA","94.9","98.3","75.0935365853659","NA","NA","NA","NA","5.1","NA"
Bosnia and Herzegovina,"2006","NA","NA","20.05859375","91","3.5","34.6533530740904","NA","94.8","98.5","75.2314390243902","NA","NA","NA","NA","5.1","NA"
Bosnia and Herzegovina,"2007","NA","0.94112676056338","19.9609375","NA","3.5","NA","NA","94.8","98.7","75.3714878048781","NA","NA","NA","NA","5.1","NA"
Bosnia and Herzegovina,"2008","NA","NA","19.6875","NA","3.5","NA","NA","94.8","98.8","75.5119756097561","NA","NA","NA","NA","5.1","NA"
Bosnia and Herzegovina,"2009","NA","NA","19.47265625","NA","3.5","NA","NA","94.8","99","75.6573658536585","NA","NA","NA","NA","5.2","NA"
Bosnia and Herzegovina,"2010","NA","NA","19.609375","NA","3.5","NA","NA","94.8","99.2","75.8076829268293","NA","NA","NA","NA","5.1","NA"
Bosnia and Herzegovina,"2011","NA","NA","19.62890625","NA","3.5","NA","NA","94.8","99.4","75.9629268292683","NA","NA","NA","NA","5","NA"
Bosnia and Herzegovina,"2012","NA","0.926760563380282","19.58984375","87","3.5","36.3","NA","94.8","99.5","76.1201707317073","NA","NA","NA","NA","4.7","NA"
Bosnia and Herzegovina,"2013","NA","NA","19.7265625","NA","3.5","NA","NA","94.8","99.7","76.2769268292683","NA","NA","NA","NA","4.5","NA"
Bosnia and Herzegovina,"2014","NA","0.923661971830986","NA","NA","NA","NA","NA","94.8","99.9","76.433243902439","NA","NA","NA","NA","4.2","14.2"
Botswana,"2005","0.00773948880676431","NA","0.42348208141443","NA","NA","NA","NA","56.3","95.3","54.5522195121951","NA","NA","NA","NA","25.5","NA"
Botswana,"2006","0.00116265550517382","NA","0.354666243184585","NA","NA","NA","NA","57.2","95.4","56.8732682926829","NA","NA","NA","NA","25.5","NA"
Botswana,"2007","0.000814458578963698","NA","0.321140578405943","NA","NA","NA","NA","58","95.5","59.0745609756098","NA","NA","NA","NA","25.3","NA"
Botswana,"2008","0.00579575750550597","NA","0.492297919644275","NA","NA","NA","NA","58.9","95.7","60.9585853658537","NA","NA","NA","NA","25","NA"
Botswana,"2009","0.00254649278493711","NA","0.557584740529","NA","NA","NA","NA","59.8","95.8","62.4170975609756","NA","NA","NA","NA","24.6","NA"
Botswana,"2010","0.00290011987162136","NA","0.457007746193072","NA","NA","NA","NA","60.6","95.9","63.4022926829268","NA","NA","NA","NA","24.2","NA"
Botswana,"2011","0.00134999614286816","NA","0.571700809909481","NA","NA","NA","3","61.5","96","63.9516097560976","NA","NA","NA","NA","23.7","NA"
Botswana,"2012","0.00424923706879901","NA","0.502884971679636","NA","NA","NA","NA","62.4","96.1","64.2227317073171","NA","NA","NA","NA","23.3","NA"
Botswana,"2013","0.00425137203370179","NA","0.479946358936354","NA","NA","NA","NA","63.3","96.2","64.3608048780488","NA","NA","NA","NA","22.9","NA"
Botswana,"2014","NA","8.08333333333333","NA","NA","NA","NA","NA","63.3","96.2","64.429243902439","NA","NA","NA","NA","22.4","27.3"
Brazil,"2005","NA","NA","8.27420933365558","NA","NA","NA","NA","77.7","95.2","71.8396341463415","NA","NA","NA","NA","11.5","NA"
Brazil,"2006","1.63279371224119","NA","8.31979363829752","49.7","NA","NA","NA","78.2","95.6","72.1317317073171","NA","NA","NA","NA","10.8","NA"
Brazil,"2007","1.63968222413653","1.02579049637873","8.18220321746226","49.7","NA","NA","NA","78.8","95.9","72.4148292682927","NA","NA","NA","NA","10.4","NA"
Brazil,"2008","NA","NA","8.40498005537117","NA","NA","NA","NA","79.4","96.2","72.6954146341463","NA","NA","NA","NA","10.3","NA"
Brazil,"2009","NA","NA","8.42771238577004","NA","NA","NA","NA","79.9","96.5","72.9780243902439","NA","NA","NA","NA","10.5","NA"
Brazil,"2010","NA","NA","8.41849980976629","NA","NA","NA","NA","80.5","96.9","73.2641463414634","NA","NA","NA","NA","10.7","NA"
Brazil,"2011","NA","NA","8.64701955219702","NA","NA","NA","4.5","81.1","97.2","73.5523414634146","NA","NA","NA","NA","10.8","NA"
Brazil,"2012","NA","1.32185126302773","8.68698059616135","NA","NA","NA","NA","81.6","97.5","73.8395853658537","NA","NA","NA","NA","10.7","NA"
Brazil,"2013","NA","NA","9.09390127468552","NA","NA","NA","NA","82.1","97.8","74.1224390243903","NA","NA","NA","NA","10.3","NA"
Brazil,"2014","NA","1.32185126302773","NA","NA","NA","NA","NA","82.7","98.1","74.4018780487805","NA","NA","NA","NA","9.6","37.4"
British Virgin Islands,"2005","NA","NA","6.66666666666667","NA","NA","NA","NA","97.5","94.9","NA","NA","NA","NA","NA","NA","NA"
British Virgin Islands,"2006","NA","NA","6.66666666666667","NA","NA","NA","NA","97.5","94.9","NA","NA","NA","NA","NA","NA","NA"
British Virgin Islands,"2007","NA","NA","6.66666666666667","NA","NA","NA","NA","97.5","94.9","NA","NA","NA","NA","NA","NA","NA"
British Virgin Islands,"2008","NA","NA","6.66666666666667","NA","NA","NA","NA","97.5","NA","NA","NA","NA","NA","NA","NA","NA"
British Virgin Islands,"2009","NA","NA","6.66666666666667","NA","NA","NA","NA","97.5","NA","NA","NA","NA","NA","NA","NA","NA"
British Virgin Islands,"2010","NA","NA","6.66666666666667","NA","NA","NA","NA","97.5","NA","NA","NA","NA","NA","NA","NA","NA"
British Virgin Islands,"2011","NA","NA","6.66666666666667","NA","NA","NA","NA","97.5","NA","NA","NA","NA","NA","NA","NA","NA"
British Virgin Islands,"2012","NA","NA","6.66666666666667","NA","NA","NA","NA","97.5","NA","NA","NA","NA","NA","NA","NA","NA"
British Virgin Islands,"2013","NA","NA","6.66666666666667","NA","NA","NA","NA","97.5","NA","NA","NA","NA","NA","NA","NA","NA"
British Virgin Islands,"2014","NA","NA","NA","NA","NA","NA","NA","97.5","NA","NA","NA","NA","NA","NA","NA","NA"
Brunei Darussalam,"2005","0.909090909090909","NA","0.379506641366224","NA","NA","NA","NA","NA","NA","76.2134634146341","NA","NA","NA","NA","4.9","NA"
Brunei Darussalam,"2006","0","NA","0.379506641366224","NA","NA","NA","NA","NA","NA","76.4281219512195","NA","NA","NA","NA","4.9","NA"
Brunei Darussalam,"2007","0.87719298245614","NA","0.569259962049336","NA","NA","NA","NA","NA","NA","76.6755609756098","NA","NA","NA","NA","4.8","NA"
Brunei Darussalam,"2008","NA","NA","0.569259962049336","NA","NA","NA","NA","NA","NA","76.956756097561","NA","NA","NA","NA","4.7","NA"
Brunei Darussalam,"2009","NA","NA","0.759013282732448","NA","NA","NA","NA","NA","NA","77.2682926829268","NA","NA","NA","NA","4.7","NA"
Brunei Darussalam,"2010","NA","NA","0.759013282732448","NA","NA","NA","NA","NA","NA","77.5982682926829","NA","NA","NA","NA","4.6","NA"
Brunei Darussalam,"2011","NA","NA","0.759013282732448","NA","NA","NA","2.75","NA","NA","77.9323170731708","NA","NA","NA","NA","4.5","NA"
Brunei Darussalam,"2012","NA","NA","0.759013282732448","NA","NA","NA","NA","NA","NA","78.2525853658537","NA","NA","NA","NA","4.4","NA"
Brunei Darussalam,"2013","NA","NA","0.94876660341556","NA","NA","NA","NA","NA","NA","78.5466585365854","NA","NA","NA","NA","4.3","NA"
Brunei Darussalam,"2014","NA","1.08235294117647","NA","NA","NA","NA","NA","NA","NA","78.8095853658537","NA","NA","NA","NA","4.3","13.4"
Bulgaria,"2005","1.02564102564103","NA","29.2065537555228","NA","NA","NA","NA","85.9","99.6","72.5609756097561","NA","NA","NA","NA","8.6","NA"
Bulgaria,"2006","NA","NA","28.8318144159072","NA","NA","NA","NA","85.9","99.6","72.6121951219512","NA","NA","NA","NA","8.1","NA"
Bulgaria,"2007","1.42689601250977","29.5333333333333","28.404382653531","NA","NA","NA","NA","85.9","99.6","72.6634146341463","NA","NA","NA","NA","7.7","NA"
Bulgaria,"2008","NA","NA","28.4320044194826","NA","NA","NA","NA","85.9","99.6","72.9634146341463","NA","NA","NA","NA","7.4","NA"
Bulgaria,"2009","NA","NA","28.9793662490789","NA","NA","NA","NA","85.9","99.5","73.4121951219512","NA","NA","NA","NA","7.2","NA"
Bulgaria,"2010","1.78147268408551","NA","29.3478260869565","NA","NA","NA","NA","85.9","99.5","73.5121951219512","NA","NA","NA","NA","7.1","NA"
Bulgaria,"2011","NA","NA","29.9373618275608","NA","NA","NA","3.5","85.9","99.5","74.1634146341463","NA","NA","NA","NA","6.8","NA"
Bulgaria,"2012","NA","27.2142857142857","30.5545320560059","NA","NA","NA","NA","86","99.5","74.3146341463415","NA","NA","NA","NA","6.5","NA"
Bulgaria,"2013","NA","NA","32.0467943994105","NA","NA","NA","NA","86","99.5","74.8609756097561","NA","NA","NA","NA","6.2","NA"
Bulgaria,"2014","NA","26.0380952380952","NA","NA","NA","NA","NA","86","99.4","75.4073170731707","NA","NA","NA","NA","5.9","13.6"
Burkina Faso,"2005","NA","NA","17.9093567251462","NA","3.5","NA","NA","14.4","69.1","53.5813170731707","NA","NA","NA","NA","36.7","NA"
Burkina Faso,"2006","NA","NA","17.1783625730994","39","3.5","16.5044024699437","NA","15","71","54.4039024390244","NA","NA","NA","NA","35.2","NA"
Burkina Faso,"2007","NA","6.544","17.9093567251462","NA","3.5","NA","NA","15.6","72.8","55.1888048780488","NA","NA","NA","NA","33.9","NA"
Burkina Faso,"2008","NA","NA","21.9298245614035","NA","3.5","NA","NA","16.2","74.6","55.9022926829268","NA","NA","NA","NA","32.7","NA"
Burkina Faso,"2009","NA","NA","20.8333333333333","NA","3.5","NA","NA","16.8","76.4","56.5249756097561","NA","NA","NA","NA","31.6","NA"
Burkina Faso,"2010","NA","NA","21.9298245614035","56","3.5","21.2","NA","17.4","78.2","57.0513902439024","NA","NA","NA","NA","30.4","NA"
Burkina Faso,"2011","NA","NA","20.8333333333333","NA","4","NA","NA","18","80","57.4920487804878","NA","NA","NA","NA","29.4","NA"
Burkina Faso,"2012","NA","NA","21.9298245614035","NA","4","NA","NA","18.6","81.7","57.8793170731707","NA","NA","NA","NA","28.6","NA"
Burkina Faso,"2013","NA","NA","22.6608187134503","NA","4","NA","NA","19","81.9","58.2406341463415","NA","NA","NA","NA","27.9","NA"
Burkina Faso,"2014","NA","6.544","NA","NA","4","NA","NA","19.4","82.1","58.5884634146341","NA","NA","NA","NA","27.2","71"
Burundi,"2005","NA","NA","37.2274143302181","38","2.5","34.7920875287167","NA","45.6","73.3","52.6969512195122","NA","NA","NA","NA","36","NA"
Burundi,"2006","NA","NA","35.0467289719626","NA","3","NA","NA","45.9","73.5","53.0538780487805","NA","NA","NA","NA","35.2","NA"
Burundi,"2007","NA","NA","33.0996884735203","NA","3","NA","NA","46.1","73.8","53.4560731707317","NA","NA","NA","NA","34.2","NA"
Burundi,"2008","NA","NA","35.0467289719626","NA","3","NA","NA","46.4","74.1","53.8910243902439","NA","NA","NA","NA","33.3","NA"
Burundi,"2009","NA","NA","36.993769470405","NA","3","NA","NA","46.7","74.4","54.3512195121951","NA","NA","NA","NA","32.3","NA"
Burundi,"2010","NA","NA","36.993769470405","54.7","3","37.8","NA","46.9","74.7","54.8291951219512","NA","NA","NA","NA","31.7","NA"
Burundi,"2011","NA","NA","38.9408099688474","NA","3","NA","3.25","47.2","75","55.3120243902439","NA","NA","NA","NA","31","NA"
Burundi,"2012","NA","NA","42.8348909657321","NA","3","NA","NA","47.5","75.3","55.7892926829268","NA","NA","NA","NA","30.4","NA"
Burundi,"2013","NA","NA","46.7289719626168","NA","3","NA","NA","47.8","75.5","56.2516097560976","NA","NA","NA","NA","29.8","NA"
Burundi,"2014","NA","2.86282306163022","NA","NA","3","NA","NA","48","75.8","56.6920243902439","NA","NA","NA","NA","29.3","87.7"
Cabo Verde,"2005","NA","NA","11.9106699751861","51.4","4","NA","NA","54","85.6","71.5235365853658","NA","NA","NA","NA","13.8","NA"
Cabo Verde,"2006","NA","NA","11.9106699751861","NA","3.5","NA","NA","56.1","86.3","71.8356829268293","NA","NA","NA","NA","13.9","NA"
Cabo Verde,"2007","NA","NA","11.9106699751861","NA","3.5","NA","NA","58.1","86.9","72.0993658536585","NA","NA","NA","NA","14","NA"
Cabo Verde,"2008","NA","NA","12.4069478908189","NA","3.5","NA","NA","60.2","87.6","72.3095365853659","NA","NA","NA","NA","14.1","NA"
Cabo Verde,"2009","NA","NA","12.4069478908189","NA","3.5","NA","NA","62.2","88.3","72.4712195121951","NA","NA","NA","NA","14.1","NA"
Cabo Verde,"2010","NA","NA","12.4069478908189","NA","3.5","NA","NA","64.2","88.9","72.5979024390244","NA","NA","NA","NA","13.9","NA"
Cabo Verde,"2011","NA","NA","12.4069478908189","NA","3.5","NA","3.5","66.2","89.6","72.7095609756098","NA","NA","NA","NA","13.7","NA"
Cabo Verde,"2012","NA","NA","13.6476426799007","NA","3","NA","NA","68.1","90.3","72.8282195121951","NA","NA","NA","NA","13.3","NA"
Cabo Verde,"2013","NA","NA","13.6476426799007","NA","3","NA","NA","70.1","91","72.9723658536585","NA","NA","NA","NA","12.9","NA"
Cabo Verde,"2014","NA","7.33333333333333","NA","NA","3","NA","NA","72","91.7","73.147","NA","NA","NA","NA","12.6","25.2"
