Country,Time,"Adult literacy rate, population 15+ years, both sexes (%)","Adult literacy rate, population 15+ years, female (%)","Adult literacy rate, population 15+ years, male (%)",Barro-Lee: Percentage of female population age 15+ with no education,"Elderly literacy rate, population 65+ years, both sexes (%)","Elderly literacy rate, population 65+ years, male (%)","Elderly literacy rate, population 65+ years, female (%)",Population growth (annual %),"Literacy rate, population 25-64 years, both sexes (%)","Literacy rate, population 25-64 years, female (%)","Literacy rate, population 25-64 years, male (%)","Population, age 0, female","Population, age 0, male","Population, age 0, total",UIS: Mean years of schooling of the population age 25+. Female,UIS: Mean years of schooling of the population age 25+. Male,UIS: Mean years of schooling of the population age 25+. Total,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Female,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Male,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Total,UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Male,UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Total,UIS: Percentage of population age 25+ with at least a completed master's degree or equivalent (ISCED 7 or higher). Female,GDP per capita (constant 2005 US$),Government expenditure in educational institutions as % of GDP (%),"Labor force with primary education, female (% of female labor force)","Labor force with primary education, male (% of male labor force)","Labor force with secondary education, female (% of female labor force)","Labor force with secondary education, male (% of male labor force)","Labor force with tertiary education, female (% of female labor force)","Labor force with tertiary education, male (% of male labor force)","Labor force, female (% of total labor force)","Labor force, total","Unemployment, female (% of female labor force)","Unemployment, male (% of male labor force)","Unemployment, total (% of total labor force)"
Brazil,2008,90.03662109,90.21955109,89.83786774,,69.1394577,71.13477325,67.63204193,1.024472074,90.478,91.2281,89.6532,1752744,1828322,3581066,6.8,6.5,6.7,10.83581,9.09023,10.01506,,,,10560.21145,5.117869854,,,,,,,43.06141039,100111635,9.699999809,5.099999905,7.099999905
Brazil,2009,90.29821014,90.41121674,90.17484283,,69.19827271,71.30571747,67.5877533,0.986850983,90.90385,91.5455,90.19918,1748682,1824050,3572732,6.9,6.6,6.8,11.54547,9.49838,10.58182,,,,10443.31981,5.308609962,,,,,,,43.30306827,101850665,11.10000038,6.199999809,8.300000191
Brazil,2010,90.37918091,90.68170166,90.05618286,9.46,70.64100647,72.26701355,69.3928833,0.967796558,90.72807,91.47349,89.93428,1741542,1816683,3558225,,,,12.47903,9.94691,11.26902,,,,11121.42095,5.478879929,,,,,,,43.55500713,103742031,10.60000038,5.800000191,7.900000095
Brazil,2011,91.41123962,91.63314819,91.16898346,,71.96234131,73.69011688,70.64761353,0.953765381,92.19642,92.95847,91.36057,1730934,1805838,3536772,7.1,6.8,7,12.64609,10.10423,11.44956,,,,11446.60091,5.543690205,31.70000076,41.09999847,39.20000076,34.29999924,21.89999962,13.60000038,43.69764992,105322426,9,4.900000095,6.699999809
Brazil,2012,91.33785248,91.62490082,91.02567291,,72.829422,73.865242,72.03395844,0.935181982,92.07058,92.89965,91.16478,1717914,1792583,3510497,7.4,7,7.2,13.24935,10.51894,11.9615,,,,11557.26737,5.648590088,16.60000038,18.70000076,39,32.70000076,16.39999962,9.800000191,43.70595751,106952122,8.199999809,4.599999905,6.099999905
Brazil,2013,91.48423767,91.76496124,91.17796326,,72.3246994,73.40692139,71.48670197,0.913687864,92.44189,93.23611,91.57134,1703773,1778214,3481987,7.5,7.1,7.3,13.97179,11.09607,12.61683,,,,11797.44941,,16.39999962,18.60000038,39.70000076,33.09999847,17.29999924,10.39999962,43.70370815,108384636,8.399999619,4.900000095,6.5
Brazil,2014,,,,,,,,0.886360083,,,,,1764588,,,,,,,,,,,11705.43116,,,,,,,,43.7742807,109842906,8.699999809,5.199999809,6.800000191
Brazil,2015,92.58680725,92.86592102,92.29193878,,74.19574738,75.27226257,73.39324188,0.855052949,93.34692,94.16511,92.48993,1678990,1753024,3432014,,,,,,,,,,11159.25416,,,,,,,,,,,,
China,1990,77.78505707,68.07208252,87.02497864,19.55,24.93091011,45.12033844,8.076459885,1.467303211,76.35498,65.01303,86.82925,12050662,13148242,25198904,,,,,,,,,,725.9784336,,,,,,,,45.00486759,637334236,,,
China,1991,,,,,,,,1.364434008,,,,11360456,12420439,23780895,,,,,,,,,,782.510471,,,,,,,,45.01499548,645035504,4.099999905,5.5,4.900000095
China,1992,,,,,,,,1.225536228,,,,10369923,11410671,21780594,,,,,,,,,,883.3331286,,,,,,,,44.96567942,654895789,3.700000048,5,4.400000095
China,1993,,,,,,,,1.149619431,,,,9284412,10325289,19609701,,,,,,,,,,994.9451645,,,,,,,,44.91627007,665456534,3.599999905,4.900000095,4.300000191
China,1994,,,,,,,,1.130260632,,,,8386081,9445065,17831146,,,,,,,,,,1112.420224,,,,,,,,44.92573357,674951877,3.599999905,4.900000095,4.300000191
China,1995,,,,17.43,,,,1.086509151,,,,7869105,8962019,16831124,,,,,,,,,,1221.375255,,,,,,,,44.93725881,683685679,3.799999952,5.099999905,4.5
China,1996,,,,,,,,1.048141514,,,,7832215,8978973,16811188,,,,,,,,,,1328.594575,,,,,,,,44.94723254,695031065,3.799999952,5.199999809,4.599999905
China,1997,,,,,,,,1.023450024,,,,8196769,9416072,17612841,,,,,,,,,,1436.40612,,,,,,,,44.89443974,704441984,3.900000095,5.199999809,4.599999905
China,1998,,,,,,,,0.959550406,,,,8763310,10059585,18822895,,,,,,,,,,1534.419727,,,,,,,,44.89744923,712175657,4,5.300000191,4.699999809
China,1999,,,,,,,,0.865851393,,,,9238736,10597044,19835780,,,,,,,,,,1637.078275,1.856099963,,,,,,,44.95504834,719956928,3.900000095,5.300000191,4.699999809
China,2000,90.92021179,86.5266037,95.13524628,16.19,,,,0.787956593,95.06982,92.3769,97.60471,9417761,10809792,20227553,,,,,,,,,,1761.140384,,,,,,,,44.94502218,729490391,3.799999952,5.099999905,4.5
China,2001,,,,,,,,0.726380638,,,,9224298,10615606,19839904,,,,,,,,,,1893.482444,,,,,,,,44.90169601,735540448,3.799999952,5.099999905,4.5
China,2002,,,,,,,,0.669999568,,,,8742738,10104191,18846929,,,,,,,,,,2051.823844,,,,,,,,44.79188434,742455842,3.700000048,5,4.400000095
China,2003,,,,,,,,0.622860936,,,,8121268,9435937,17557205,,,,,,,,,,2243.399182,,,,,,,,44.74363754,749740411,3.599999905,4.900000095,4.300000191
China,2004,,,,,,,,0.593932815,,,,7581257,8850347,16431604,,,,,,,,,,2454.812752,,,,,,,,44.62551814,756305157,3.599999905,4.900000095,4.300000191
China,2005,,,,11.64,,,,0.58812499,,,,7278830,8516722,15795552,,,,,,,,,,2717.463533,,,,,,,,44.50892325,762608154,3.400000095,4.699999809,4.099999905
China,2006,,,,,,,,0.558374367,,,,7262332,8486733,15749065,,,,,,,,,,3045.210189,,,,,,,,44.40129421,767136988,3.299999952,4.5,4
China,2007,,,,,,,,0.522271866,,,,7467946,8692483,16160429,,,,,,,,,,3459.362071,,,,,,,,44.29538806,772098426,3.099999905,4.300000191,3.799999952
China,2008,,,,,,,,0.512386932,,,,7804814,9039948,16844762,,,,,,,,,,3772.888145,,,,,,,,44.18650532,776125592,3.599999905,5,4.400000095
China,2009,,,,,,,,0.497381401,,,,8134889,9385375,17520264,,,,,,,,,,4100.812213,,,,,,,,44.08359506,779867875,3.599999905,5,4.400000095
China,2010,95.1244812,92.71122742,97.47946167,7.9,73.90746307,86.06095123,62.64321899,0.482959689,97.07986,95.6095,98.49897,8358248,9624389,17982637,6.6,7.6,7.1,2.68565,3.70188,3.19897,4.1,3.6,0.3,4514.94052,,,,,,,,43.97383953,781054640,3.400000095,4.800000191,4.199999809
China,2011,,,,,,,,0.479150454,,,,8448600,9730839,18179439,,,,,,,,,,4919.531812,,,,,,,,43.92088196,790183028,3.599999905,4.900000095,4.300000191
China,2012,,,,,,,,0.487231118,,,,8439471,9739217,18178688,,,,,,,,,,5275.045788,,,,,,,,43.92304496,795863202,3.700000048,5.099999905,4.5
China,2013,,,,,,,,0.493709634,,,,8362132,9677977,18040109,,,,,,,,,,5652.394862,,,,,,,,43.86395756,801790592,3.799999952,5.199999809,4.599999905
China,2014,,,,,,,,0.506311592,,,,,9596100,,,,,,,,,,,6032.61863,,,,,,,,43.8665324,806498521,3.900000095,5.400000095,4.699999809
China,2015,96.35745239,94.47138977,98.164711,,81.28251648,90.50414276,72.7250824,0.508136747,98.00785,97.02253,98.94968,8198273,9529427,17727700,,,,,,,,,,6416.183355,,,,,,,,,,,,
Czech Republic,1990,,,,0.4,,,,-0.267830773,,,,70192,73507,143699,,,,,,,,,,13948.17767,,,,,,,,44.36972464,4920754,,,
Czech Republic,1991,,,,,,,,-0.240064842,,,,69697,73100,142797,,,,,,,,,,12357.73588,,24,13.89999962,67.5,73.80000305,7.599999905,11.30000019,44.42514372,4982541,2.099999905,2.5,2.299999952
Czech Republic,1992,,,,,,,,0.102241165,,,,67181,70669,137850,,,,,,,,,,12282.57444,,,,,,,,44.41011422,5033466,3.799999952,3,3.299999952
Czech Republic,1993,,,,,,,,0.103947042,,,,63109,66637,129746,,,,,,,,,,12277.40924,,,,,,,,44.3791824,5082757,5.400000095,3.400000095,4.300000191
Czech Republic,1994,,,,,,,,0.036121766,,,,58261,61745,120006,,,,,,,,,,12630.03405,,,,,,,,44.45938044,5142683,5.199999809,3.599999905,4.300000191
Czech Republic,1995,,,,0.45,,,,-0.061314063,,,,53283,56615,109898,,,,,,,,,,13424.02804,,,,,,,,44.23916396,5157767,4.800000191,3.400000095,4
Czech Republic,1996,,,,,,,,-0.116381299,,,,48066,51107,99173,,,,,,,,,,14015.25383,,15.80000019,8.100000381,75.59999847,80,8.5,11.89999962,44.00207909,5159938,4.699999809,3.299999952,3.900000095
Czech Republic,1997,,,,,,,,-0.107762749,,,,42586,45223,87809,,,,,,,,,,13935.76248,,,,,,,,44.04678719,5176289,5.900000095,3.900000095,4.800000191
Czech Republic,1998,,,,,,,,-0.094744752,,,,37690,39898,77588,,,,,,,,,,13904.88883,,13.39999962,8.100000381,77,79.90000153,9.300000191,11.89999962,44.1917789,5198528,8.300000191,5.099999905,6.5
Czech Republic,1999,,,,,,,,-0.102175934,,,,34448,36332,70780,,,,,,,,,,14119.26724,3.50364995,12.89999962,7.800000191,77,79.80000305,10,12.30000019,44.33957943,5218349,10.5,7.300000191,8.699999809
Czech Republic,2000,,,,0.49,,,,-0.280414108,,,,33548,35295,68843,,,,,,,,,,14766.9183,3.457329988,13.5,7.800000191,76,79.30000305,10.5,12.89999962,44.3436616,5184414,10.60000038,7.400000095,8.800000191
Czech Republic,2001,,,,,,,,-0.375719704,,,,35489,37328,72817,,,,,,,,,,15274.81678,3.547580004,13.10000038,8,75.90000153,78.69999695,11,13.30000019,44.36113341,5162048,9.800000191,6.800000191,8.100000381
Czech Republic,2002,,,,,,,,-0.192901618,,,,39873,41995,81868,,,,,,,,,,15556.36487,3.782579899,11.69999981,6.400000095,77.09999847,80,11.10000038,13.5,44.23817404,5157254,9,5.900000095,7.300000191
Czech Republic,2003,,,,,,,,-0.028620591,,,,45387,47890,93277,,,,,,,,,,16121.29399,3.958770037,11,5.900000095,77.59999847,80.5,11.30000019,13.60000038,44.34915552,5138524,9.899999619,6.099999905,7.800000191
Czech Republic,2004,,,,,,,,0.030434848,,,,50168,53010,103178,,,,,,,,,,16913.7395,3.841969967,10.80000019,5.699999809,77.40000153,80.09999847,11.89999962,14.10000038,44.28746797,5130422,9.899999619,7,8.300000191
Czech Republic,2005,,,,0.27,,,,0.13832598,,,,52897,55941,108838,,,,,,,,,,17978.48085,3.72939992,9.5,5.300000191,77.69999695,80.19999695,12.69999981,14.60000038,44.09689932,5171223,9.800000191,6.400000095,7.900000095
Czech Republic,2006,,,,,,,,0.270795629,,,,53072,56146,109218,,,,10.48618,14.62948,12.47088,,,,19162.81665,4.064129829,9.5,5.400000095,77,79.80000305,13.39999962,14.80000019,44.08948502,5174989,8.800000191,5.800000191,7.099999905
Czech Republic,2007,,,,,,,,0.583542205,,,,51157,54125,105282,,,,10.70526,14.67436,12.60915,,,,20104.71734,3.728820086,9.199999809,5.400000095,76.90000153,79.69999695,13.89999962,14.89999962,43.68892116,5179883,6.699999809,4.199999809,5.300000191
Czech Republic,2008,,,,,,,,0.829412603,,,,47983,50762,98745,,,,11.67834,15.01129,13.28222,,,,20479.184,3.600430012,9.100000381,5.099999905,75.69999695,79.40000153,15.19999981,15.5,43.38228019,5205305,5.599999905,3.5,4.400000095
Czech Republic,2009,,,,,,,,0.569729451,,,,44826,47413,92239,,,,12.74501,15.99493,14.31346,,,,19376.91481,4.009250164,8.399999619,5,75.09999847,78.59999847,16.5,16.29999924,43.40371226,5248399,7.800000191,5.900000095,6.699999809
Czech Republic,2010,,,,0.11,,,,0.291361674,,,,42606,45060,87666,,,,13.81819,16.94895,15.32961,,,,19763.9638,3.938149929,7.900000095,4.599999905,74.40000153,77.90000153,17.70000076,17.5,43.30153254,5236138,8.5,6.400000095,7.300000191
Czech Republic,2011,,,,,,,,0.206747667,,,,41554,43947,85501,,,,17.39248725,19.2258753,18.27937243,,,,20111.02233,4.161600113,7.199999809,4.300000191,73.59999847,76.90000153,19.20000076,18.79999924,43.44783184,5238991,7.900000095,5.800000191,6.699999809
Czech Republic,2012,,,,,,,,0.139925656,,,,41348,43730,85078,12,12.5,12.3,16.41005,18.33623,17.34134,,,,19902.09382,4.123519897,6.900000095,4.5,71.90000153,76.30000305,21.10000038,19.20000076,43.67503849,5282878,8.199999809,6.099999905,7
Czech Republic,2013,,,,,,,,0.033169946,,,,41697,44101,85798,,,,17.39249,19.22588,18.27937,,,,19790.41121,,6.199999809,4.5,71.19999695,75.09999847,22.60000038,20.39999962,44.02049538,5337984,8.300000191,5.900000095,7
Czech Republic,2014,,,,,,,,0.105277582,,,,,44550,,12.1,12.6,12.3,4.88653,3.21118,4.076,19.6,18.8,13.2,20160.6602,,5.800000191,4.300000191,70.30000305,74.90000153,23.89999962,20.79999924,44.12091218,5341662,7.599999905,5.099999905,6.199999809
Czech Republic,2015,,,,,,,,0.245505012,,,,42261,44702,86963,,,,,,,,,,20955.5047,,,,,,,,,,,,
Denmark,1990,,,,0.11,,,,0.16245632,,,,32019,34116,66135,,,,,,,,,,44586.98305,,,,,,,,45.99220129,2913557,,,
Denmark,1991,,,,,,,,0.259518212,,,,33137,35250,68387,,,,,,,,,,45049.74011,,,,,,,,46.41506696,2908032,10.10000038,8.300000191,9.100000381
Denmark,1992,,,,,,,,0.330671402,,,,33932,35933,69865,,,,,,,,,,45788.02144,,31.10000038,25,50.79999924,58.09999847,18.10000038,16.89999962,46.62591282,2917189,9.899999619,8.300000191,9
Denmark,1993,,,,,,,,0.333166396,,,,34376,36193,70569,,,,,,,,,,45594.83306,,22.20000076,16.60000038,54.90000153,62.09999847,22.89999962,21.20000076,46.63623895,2895167,11.10000038,10.39999962,10.69999981
Denmark,1994,,,,,,,,0.337707376,,,,34469,36110,70579,,,,,,,,,,47951.91766,,24.39999962,22.79999924,50.5,53.09999847,25.10000038,24,45.7956879,2780550,8.899999619,7.199999809,8
Denmark,1995,,,,0.12,,,,0.520962181,,,,34230,35763,69993,,,,,,,,,,49164.92904,,22.20000076,19.79999924,52.5,54.40000153,25.20000076,25.79999924,45.22412053,2824150,8.699999809,5.599999905,7
Denmark,1996,,,,,,,,0.565926342,,,,33595,35106,68701,,,,,,,,,,50305.27903,,24.79999924,24.39999962,48.40000153,49.59999847,26.79999924,26,45.37443583,2836908,8.399999619,5.5,6.800000191
Denmark,1997,,,,,,,,0.415564969,,,,32595,34147,66742,,,,,,,,,,51730.26127,,24.10000038,24.39999962,50.79999924,52.79999924,25.20000076,22.89999962,45.47963686,2858277,6.400000095,4.5,5.400000095
Denmark,1998,,,,,,,,0.363162524,,,,31459,33089,64548,,,,,,,,,,52686.02681,6.685639858,23.89999962,22.79999924,50.40000153,54.59999847,25.70000076,22.70000076,46.23088966,2847542,6.400000095,3.799999952,5
Denmark,1999,,,,,,,,0.330886246,,,,30498,32203,62701,,,,,,,,,,54060.04589,6.298009872,23.20000076,21.29999924,50.59999847,54.59999847,25.89999962,23.89999962,46.20094188,2879569,5.800000191,4.5,5.099999905
Denmark,2000,,,,1.26,,,,0.334233619,,,,29928,31679,61607,,,,,,,,,,55898.47256,6.219639778,21.79999924,22.20000076,51.29999924,53.79999924,25.70000076,22.39999962,46.47442902,2864614,5,4.099999905,4.5
Denmark,2001,,,,,,,,0.358315679,,,,29855,31616,61471,,,,,,,,,,56157.02388,6.592559814,17.60000038,18.10000038,52.29999924,57.40000153,30.10000038,24.29999924,46.59504411,2854222,4.800000191,3.700000048,4.199999809
Denmark,2002,,,,,,,,0.319487125,,,,30200,31945,62145,,,,,,,,,,56238.91966,6.588739872,17.10000038,19.20000076,52,55.09999847,30.79999924,25.60000038,46.30718243,2881851,5,4.300000191,4.599999905
Denmark,2003,,,,,,,,0.272010444,,,,30760,32471,63231,12.9,12.7,12.8,34.87654,30.00413,32.47396,,,,56304.93902,6.533500195,18.20000076,20,47.59999847,51.20000076,33.5,27.79999924,46.42534412,2873913,6.099999905,4.800000191,5.400000095
Denmark,2004,,,,,,,,0.258432282,,,,31235,32913,64148,,,,36.05263,29.26829,32.53165,,,,57641.64153,6.686999798,18.5,18,46.59999847,52.70000076,33.79999924,28,46.67854728,2906695,6,5.099999905,5.5
Denmark,2005,,,,2.33,,,,0.275481733,,,,31411,33068,64479,,,,,,34.1,,,,58883.94719,6.664810181,17.20000076,19.39999962,46.40000153,50.5,35.40000153,28.70000076,46.71729466,2902347,5.199999809,4.400000095,4.800000191
Denmark,2006,,,,,,,,0.328645159,,,,31231,32879,64110,,,,,,,,,,60919.08214,6.454339981,17.70000076,18.5,45,50.29999924,35.90000153,29.79999924,46.94530254,2932860,4.5,3.299999952,3.900000095
Denmark,2007,,,,,,,,0.443466054,,,,30776,32426,63202,,,,33.4,29.47053,31.46853,,,,61149.53015,6.384439945,24.10000038,27.20000076,42.29999924,44.79999924,31.39999962,25.5,46.89652656,2932714,4.199999809,3.400000095,3.799999952
Denmark,2008,,,,,,,,0.58754759,,,,30149,31804,61953,12.8,12.7,12.7,36.57066,31.74917,34.14229,,,,60354.84622,6.291779995,25.10000038,28.10000038,41.20000076,43.79999924,31.89999962,26,46.96180602,2964656,3.700000048,3.099999905,3.400000095
Denmark,2009,,,,,,,,0.535079062,,,,29511,31164,60675,,,,34.44181,29.3698,31.89783,,,,56978.33397,7.281360149,24.60000038,27.39999962,39.90000153,44.5,33.29999924,26.10000038,47.12474836,2951133,5.300000191,6.599999905,6
Denmark,2010,,,,2.88,,,,0.444197155,,,,28981,30621,59602,,,,32.63889,28.74494,30.69135,,,,57647.66876,7.353439808,22.89999962,26.5,40.79999924,44.20000076,33.70000076,27.10000038,47.12940862,2930964,6.5,8.399999619,7.5
Denmark,2011,,,,,,,,0.411737855,,,,28577,30186,58763,,,,33.42956,27.94457,30.68707,,,,58072.2537,7.282740116,21.5,25.60000038,40.70000076,45.20000076,35.20000076,26.79999924,47.25253757,2929576,7.5,7.699999809,7.599999905
Denmark,2012,,,,,,,,0.376272243,,,,28267,29835,58102,,,,34.57143,27.65347,31.12829,,,,57811.73468,,20.10000038,24.10000038,39.79999924,46,36.79999924,27,47.35889544,2916791,7.5,7.5,7.5
Denmark,2013,,,,,,,,0.416901361,,,,28069,29595,57664,13.2,12.9,13,36.88281,24.52369,32.96768,,,,57430.87177,,19,23.60000038,39.90000153,45.59999847,37.70000076,27.5,47.62453049,2901679,7.300000191,6.699999809,7
Denmark,2014,,,,,,,,0.507053283,,,,,29486,,12.6,12.9,12.7,13.35597,23.71795,18.4611,33.6,29,10.8,57861.46178,,18.70000076,23.29999924,39.90000153,44.5,37.59999847,27.60000038,47.68798596,2920484,6.900000095,6.400000095,6.599999905
Denmark,2015,,,,,,,,0.574710113,,,,28039,29524,57563,,,,,,,,,,58207.89897,,,,,,,,,,,,
Cyprus,1990,,,,7.03,,,,2.051126889,,,,5913,6263,12176,,,,,,,,,,21456.70788,,,,,,,,36.24209208,319300,,,
Cyprus,1991,,,,,,,,2.132942375,,,,5889,6236,12125,,,,,,,,,,21063.03248,,,,,,,,36.77551946,330875,8.399999619,8.199999809,8.300000191
Cyprus,1992,94.36247253,91.00177765,97.83058929,,74.06980133,90.94924927,59.91289139,2.212746187,97.30023,95.92132,98.70412,5557,5783,11340,,,,,,,,,,22437.99247,,36.79999924,41.29999924,35.20000076,37.79999924,26.39999962,20.39999962,37.00074368,334823,2.5,1.899999976,2.099999905
Cyprus,1993,,,,,,,,2.242056429,,,,5101,5446,10547,,,,,,,,,,22055.95698,,,,,,,,37.0683279,348818,8.399999619,8.199999809,8.300000191
Cyprus,1994,,,,,,,,2.216542635,,,,5114,5376,10490,,,,,,,,,,22879.12964,,,,,,,,37.61329263,354723,4.300000191,3.099999905,3.5
Cyprus,1995,,,,10.17,,,,2.153395804,,,,4825,5231,10056,,,,,,,,,,23838.61633,,,,,,,,37.19760128,361526,4.900000095,3.299999952,3.900000095
Cyprus,1996,,,,,,,,2.066096686,,,,4787,5101,9888,,,,,,,,,,23842.93086,,,,,,,,37.84459416,375224,5.5,3.599999905,4.300000191
Cyprus,1997,,,,,,,,1.982741618,,,,4725,4842,9567,,,,,,,,,,24072.09636,,,,,,,,38.45326262,383879,4.099999905,2.799999952,3.299999952
Cyprus,1998,,,,,,,,1.924371123,,,,4476,4734,9210,,,,,,,,,,24989.475,,,,,,,,38.57223837,391634,7.199999809,3.400000095,4.900000095
Cyprus,1999,,,,,,,,1.9035977,,,,4396,4462,8858,,,,,,,,,,25869.40319,,30.39999962,36.5,41.09999847,38.20000076,28.5,25.29999924,38.67731139,402453,6.699999809,5.099999905,5.699999809
Cyprus,2000,,,,11.8,,,,1.904617666,,,,4246,4570,8816,,,,,,,,,,27047.83724,4.536119938,29.10000038,33.5,41.40000153,40,29.5,26.5,40.79330234,445051,7.400000095,3.400000095,5
Cyprus,2001,96.80362701,95.07965851,98.63104248,,83.62554169,94.15328979,75.02635193,1.910525995,98.87073,98.54776,99.21246,4123,4263,8386,,,,,,,,,,27714.74364,5.00744009,25.89999962,27.20000076,39.20000076,40.40000153,31.39999962,28.60000038,41.86177981,466994,5.800000191,2.700000048,4
Cyprus,2002,,,,,,,,1.895733268,,,,3748,4108,7856,,,,,,,,,,28281.35535,5.415579796,24.20000076,26.79999924,38,40.20000076,34.5,29.5,42.32370509,479665,4,2.799999952,3.299999952
Cyprus,2003,,,,,,,,1.847038884,,,,3912,4149,8061,,,,,,,,,,28718.73685,5.917490005,23.89999962,27.39999962,37.90000153,38.70000076,34.79999924,30.29999924,42.49290822,500227,4.5,3.799999952,4.099999905
Cyprus,2004,,,,,,,,1.755477243,,,,4043,4242,8285,10,10.9,10.4,23.58522,27.58218,25.5007,,,,29578.13432,5.401710033,26,28.89999962,37,38.70000076,34.20000076,29.39999962,42.25234611,515427,5.300000191,3.599999905,4.300000191
Cyprus,2005,,,,18.11,,,,1.63632763,,,,4005,4209,8214,10.3,11,10.6,23.43621,26.44381,24.88507,,,,30281.50968,5.50714016,23.89999962,28.20000076,38.79999924,42.09999847,35.40000153,27.70000076,41.98029666,523972,6.400000095,4.5,5.300000191
Cyprus,2006,,,,,,,,1.509679161,,,,4211,4569,8780,10.5,11.2,10.8,25.29423,27.60458,26.4095,,,,31125.6245,5.566080093,22,26.39999962,37.79999924,43.09999847,38.59999847,29.20000076,42.31497462,537129,5.300000191,3.900000095,4.5
Cyprus,2007,,,,,,,,1.396960103,,,,5136,5501,10637,10.7,11.4,11,27.98474,29.49655,28.71801,,,,31973.35165,5.473889828,19.39999962,24.60000038,38.20000076,43.29999924,41.09999847,30.89999962,42.70300924,550172,4.5,3.5,3.900000095
Cyprus,2008,,,,,,,,1.305595518,,,,5236,5608,10844,10.8,11.4,11.1,29.29307,30.5654,29.91406,,,,32319.40046,5.942210197,19.20000076,23,36.70000076,43.5,42.90000153,32,42.88746891,559632,4.199999809,3.200000048,3.599999905
Cyprus,2009,,,,,,,,1.243478525,,,,5315,5692,11007,10.8,11.4,11.1,28.7935,30.08034,29.42636,,,,30824.94935,6.257780075,20.29999924,23.29999924,36.20000076,44,42,31.10000038,43.18183809,570733,5.5,5.300000191,5.400000095
